inventorytofactorydistance,isholiday,modeofdelivery,month,profittocompany,quantity,rootcause,totalweight,year
216,False,water,April,534920,83,Demand Variation,39442,2004
100,True,rail,May,712128,511,Huge backlog of orders,48542,2011
201,False,water,June,5706,123,Financial problems of company leading to interrupted supplies,57195,2014
270,False,water,March,177643,369,Poor inventory control,55836,2009
664,True,airways,January,674982,163,Huge backlog of orders,9855,2016
737,True,road,March,248843,643,Financial problems of company leading to interrupted supplies,51112,2015
211,True,road,May,162549,265,Huge backlog of orders,44233,2018
148,True,airways,July,587786,347,Poor Planning,16161,2006
376,False,rail,April,314465,392,material wastage due to over-feeding,56253,2010
77,True,water,June,572412,457,Poor inventory control,38302,2015
835,False,road,November,414109,360,Financial problems of company leading to interrupted supplies,28482,2007
736,True,rail,August,3298,736,Poor inventory control,75477,2012
505,False,airways,December,480678,363,material wastage due to over-feeding,58874,2006
244,True,road,June,153534,420,Strike of workers,59676,2018
289,True,rail,October,294858,350,Financial problems of company leading to interrupted supplies,24449,2018
330,False,airways,June,130859,406,Transport Delays,29349,2010
554,False,road,June,168446,195,Poor inventory control,580,2015
65,False,airways,October,162203,825,Financial problems of company leading to interrupted supplies,52497,2007
202,False,water,March,396059,413,Huge backlog of orders,12191,2016
538,False,rail,March,143447,334,Strike of workers,15365,2009
376,True,water,March,307975,295,Factory shutdown,36235,2015
495,True,water,March,574695,568,Demand Variation,74161,2013
398,False,water,November,499960,113,Raw material low,24381,2004
480,False,road,October,270309,706,electricty stoppage,7701,2015
341,True,airways,December,359319,64,Poor Lead time calculation,58996,2015
233,True,water,July,566175,144,Poor inventory control,38335,2002
108,True,airways,February,423295,215,Supply Shortages and logistical uncertainties,16161,2008
810,True,rail,May,290506,383,faulty plant layout,28540,2006
328,True,airways,September,656185,537,Financial problems of company leading to interrupted supplies,43598,2002
391,False,rail,September,242523,160,Poor inventory control,23957,2018
80,True,rail,November,261485,178,Poor inventory control,8920,2011
523,False,rail,August,261780,469,Poor Planning,43901,2007
407,True,road,March,544101,512,Poor Planning,51596,2006
77,False,airways,September,322065,674,Transport Delays,37788,2014
484,True,road,February,546707,142,excessive machine stoppage,10729,2009
85,False,rail,April,177147,373,excessive machine stoppage,9795,2004
414,True,rail,June,95231,130,Poor Lead time calculation,87427,2010
311,False,water,June,690342,547,Financial problems of company leading to interrupted supplies,62319,2005
341,False,rail,November,313680,101,Strike of workers,778,2011
225,False,airways,December,350414,579,material wastage due to over-feeding,64662,2012
444,False,road,March,108826,453,Factory shutdown,25368,2012
265,False,airways,March,6689,299,Poor Lead time calculation,51436,2013
563,True,rail,January,841530,637,Factory shutdown,52736,2015
287,False,airways,March,62229,642,Huge backlog of orders,31185,2003
127,False,rail,February,61132,195,Huge backlog of orders,3507,2013
147,False,water,May,407864,64,Huge backlog of orders,196,2009
202,False,airways,September,36878,88,Financial problems of company leading to interrupted supplies,13185,2010
260,True,water,June,419463,98,Financial problems of company leading to interrupted supplies,15461,2007
152,False,rail,March,165759,318,Financial problems of company leading to interrupted supplies,28505,2008
146,False,road,January,86212,499,Poor Planning,51445,2010
546,False,road,January,350695,301,Supply Shortages and logistical uncertainties,41172,2006
232,True,water,September,451995,474,Poor Planning,18792,2003
317,False,water,September,25411,231,excessive machine stoppage,49353,2012
586,False,rail,December,137589,121,Factory shutdown,14306,2006
184,True,rail,August,416908,798,Raw material low,4666,2011
636,False,road,August,454406,482,Transport Delays,59768,2012
396,False,road,February,299166,158,faulty plant layout,19408,2006
301,True,water,May,277142,376,electricty stoppage,10652,2011
368,False,water,November,511849,715,Poor Lead time calculation,37369,2005
442,False,rail,October,670296,270,excessive machine stoppage,37091,2017
261,False,rail,June,116888,536,excessive machine stoppage,47448,2009
497,True,road,December,474633,488,Transport Delays,97249,2003
453,False,road,August,89145,512,Factory shutdown,14018,2017
593,False,rail,September,587536,295,Financial problems of company leading to interrupted supplies,2917,2018
398,False,airways,April,47004,133,Demand Variation,58444,2003
438,False,water,April,275092,807,Poor Planning,73982,2003
815,True,road,February,384434,235,material wastage due to over-feeding,69666,2007
663,True,rail,May,401878,376,Poor Lead time calculation,56110,2002
567,True,road,December,537355,295,Factory shutdown,18119,2013
569,True,rail,September,163529,162,Financial problems of company leading to interrupted supplies,68268,2017
318,True,airways,September,193537,78,faulty plant layout,48443,2014
302,False,rail,January,112072,103,Strike of workers,76457,2007
368,False,airways,May,426151,417,Poor Planning,34125,2012
411,False,rail,May,227154,702,Supply Shortages and logistical uncertainties,12620,2006
431,False,water,January,184668,55,Poor Lead time calculation,5599,2016
272,True,water,December,228482,423,Demand Variation,34318,2015
143,True,road,April,119788,547,Financial problems of company leading to interrupted supplies,42250,2002
272,True,rail,October,201571,47,excessive machine stoppage,58945,2007
264,True,road,October,490875,146,Huge backlog of orders,18666,2004
533,True,road,February,10921,653,Poor Lead time calculation,15837,2018
303,True,road,August,457607,518,Financial problems of company leading to interrupted supplies,7416,2003
243,False,airways,April,504783,252,Poor Lead time calculation,82586,2013
260,False,water,February,593434,536,Huge backlog of orders,63781,2018
560,False,airways,August,546752,332,Huge backlog of orders,24513,2004
282,False,water,March,262584,158,excessive machine stoppage,1749,2014
187,True,water,July,332702,825,Raw material low,49546,2012
421,False,rail,February,35632,420,excessive machine stoppage,61677,2006
68,True,water,July,107151,354,faulty plant layout,12649,2007
452,True,water,May,392115,214,Huge backlog of orders,31161,2002
509,True,water,November,79035,126,electricty stoppage,18423,2016
355,True,rail,February,458884,393,faulty plant layout,41953,2001
66,True,rail,March,335846,480,Raw material low,33626,2005
531,False,water,March,790315,356,Financial problems of company leading to interrupted supplies,25772,2004
445,True,airways,January,413307,184,faulty plant layout,2728,2006
90,True,road,June,420946,326,Financial problems of company leading to interrupted supplies,65181,2012
274,False,airways,October,329126,214,Raw material low,77889,2001
149,True,water,September,448475,243,Huge backlog of orders,39864,2011
507,True,water,October,810205,285,Supply Shortages and logistical uncertainties,52505,2007
147,False,road,September,105009,147,Strike of workers,93892,2011
165,False,rail,November,221130,829,Poor Lead time calculation,45507,2008
128,False,road,July,431884,585,Factory shutdown,14040,2008
269,True,rail,March,139418,596,Financial problems of company leading to interrupted supplies,2766,2015
291,True,rail,January,636730,603,Demand Variation,45032,2002
809,True,rail,September,542932,435,Financial problems of company leading to interrupted supplies,6338,2015
113,True,water,November,60846,972,Strike of workers,15934,2010
370,False,road,December,640165,812,Poor Lead time calculation,40823,2012
614,True,water,November,252709,209,Strike of workers,42518,2001
60,True,road,September,457014,59,electricty stoppage,79758,2009
192,True,airways,August,274795,355,material wastage due to over-feeding,25977,2008
147,False,rail,May,24635,177,material wastage due to over-feeding,9462,2016
175,True,water,December,37325,71,electricty stoppage,24107,2015
279,True,airways,May,460947,270,Supply Shortages and logistical uncertainties,58850,2001
244,True,rail,June,174293,385,Poor Lead time calculation,68970,2004
567,False,airways,February,296011,628,Financial problems of company leading to interrupted supplies,2571,2011
365,False,airways,December,207439,603,material wastage due to over-feeding,13630,2008
256,True,airways,January,106868,621,Huge backlog of orders,21514,2015
538,True,airways,December,6630,321,Supply Shortages and logistical uncertainties,50504,2008
525,False,road,April,60469,558,electricty stoppage,37474,2014
455,False,rail,December,670584,580,Supply Shortages and logistical uncertainties,32909,2006
768,True,airways,November,317626,728,Strike of workers,7465,2013
393,True,rail,February,110822,215,Raw material low,7517,2004
532,True,road,November,613663,195,Poor Lead time calculation,28984,2002
321,True,water,November,758065,673,faulty plant layout,4109,2002
250,False,airways,December,781645,482,Raw material low,63914,2003
451,False,road,April,30835,419,Financial problems of company leading to interrupted supplies,54621,2009
568,False,rail,March,474053,696,material wastage due to over-feeding,64428,2008
438,True,water,January,85017,55,excessive machine stoppage,40809,2016
706,True,water,August,550947,389,Strike of workers,16085,2013
753,False,airways,February,79374,246,Demand Variation,36170,2006
151,False,road,October,541022,345,Transport Delays,42739,2002
79,True,water,July,9898,670,Poor Lead time calculation,17835,2009
468,False,rail,November,418039,633,Poor inventory control,20147,2013
79,False,water,May,662936,98,excessive machine stoppage,54776,2005
49,True,airways,September,349148,634,material wastage due to over-feeding,43437,2018
473,False,rail,September,701116,571,Demand Variation,17036,2010
541,False,airways,May,114889,660,Transport Delays,70679,2003
723,True,rail,April,616163,637,faulty plant layout,11864,2009
496,False,road,March,907803,131,Supply Shortages and logistical uncertainties,30790,2016
548,True,water,October,358197,235,Raw material low,7142,2013
625,False,airways,November,538277,353,Poor inventory control,25409,2013
298,True,road,July,845405,672,excessive machine stoppage,6987,2002
638,True,airways,June,524875,216,Transport Delays,31547,2017
537,True,road,October,294784,616,Transport Delays,129,2003
101,False,water,September,769949,499,electricty stoppage,10233,2006
273,True,rail,August,219261,664,Transport Delays,27366,2016
632,False,airways,July,662936,135,Financial problems of company leading to interrupted supplies,29362,2005
277,True,rail,January,258398,70,Financial problems of company leading to interrupted supplies,10783,2003
195,True,road,August,500448,164,Poor Lead time calculation,33639,2009
646,True,water,June,318170,504,Poor Planning,13291,2011
383,True,water,October,222242,454,Factory shutdown,33396,2018
110,True,airways,October,382110,211,Transport Delays,10721,2002
557,False,airways,February,63762,78,Financial problems of company leading to interrupted supplies,35869,2002
180,False,rail,January,22685,554,Financial problems of company leading to interrupted supplies,26991,2010
773,False,road,March,316951,622,Huge backlog of orders,45481,2012
227,True,airways,April,557469,94,Raw material low,81869,2018
291,False,road,September,497891,137,Transport Delays,16360,2007
440,True,airways,February,374309,326,Demand Variation,74672,2005
454,True,airways,May,298881,117,Demand Variation,28574,2014
432,True,water,October,99927,340,excessive machine stoppage,34834,2017
299,False,rail,November,488432,653,Demand Variation,47667,2015
448,True,airways,March,639885,587,Raw material low,45634,2007
494,True,road,April,521285,416,electricty stoppage,18767,2008
177,True,water,March,82566,280,Demand Variation,75154,2001
367,True,water,February,340940,441,excessive machine stoppage,53384,2004
350,True,road,June,353935,91,Supply Shortages and logistical uncertainties,66317,2014
132,False,rail,October,175040,279,faulty plant layout,14093,2007
173,False,airways,August,114902,505,faulty plant layout,52011,2009
516,True,rail,March,326607,153,Demand Variation,32680,2004
210,True,airways,December,177986,758,Poor Planning,17914,2012
69,True,road,February,17900,272,Factory shutdown,18855,2004
148,True,rail,December,477804,144,excessive machine stoppage,27694,2010
203,False,road,August,64979,573,material wastage due to over-feeding,21141,2004
431,True,airways,January,72066,576,faulty plant layout,12704,2008
281,False,airways,July,43779,396,Poor Planning,48850,2007
260,True,airways,October,195516,298,Factory shutdown,30830,2011
330,False,rail,December,293505,341,Demand Variation,41733,2004
479,True,airways,January,87376,661,electricty stoppage,38356,2012
625,True,airways,June,764,313,Poor Lead time calculation,64875,2007
272,True,road,December,396488,670,faulty plant layout,56692,2014
548,True,water,November,312745,510,Supply Shortages and logistical uncertainties,54839,2004
616,True,water,July,391322,464,electricty stoppage,84499,2007
809,False,airways,June,612710,384,Strike of workers,26303,2012
239,True,airways,April,537742,579,Factory shutdown,53932,2010
319,True,airways,October,148343,547,Raw material low,8414,2011
64,False,rail,May,693716,375,Poor inventory control,55116,2018
447,False,road,December,369490,814,faulty plant layout,35119,2017
161,False,road,June,221817,68,Huge backlog of orders,60505,2017
255,True,airways,May,78324,865,Financial problems of company leading to interrupted supplies,40212,2013
414,True,rail,August,904512,247,Poor Lead time calculation,43840,2007
568,True,road,April,700814,190,Strike of workers,10794,2004
491,True,rail,October,327963,61,faulty plant layout,46222,2008
859,True,airways,November,279518,384,excessive machine stoppage,4554,2010
309,False,water,April,430817,386,Financial problems of company leading to interrupted supplies,12311,2011
460,True,rail,May,387167,135,Strike of workers,40873,2002
482,False,airways,June,286902,275,Factory shutdown,49334,2004
164,True,airways,October,751251,464,faulty plant layout,27383,2007
681,True,water,March,16171,567,Huge backlog of orders,56663,2003
245,True,rail,July,537649,60,faulty plant layout,13522,2004
293,True,airways,June,49552,447,Financial problems of company leading to interrupted supplies,21025,2013
214,True,water,August,7717,117,Transport Delays,63050,2007
266,True,rail,August,64767,572,Raw material low,30096,2004
497,True,rail,September,308502,345,Poor inventory control,30479,2007
75,True,airways,August,101624,401,Poor inventory control,13185,2011
246,True,airways,February,430882,220,faulty plant layout,18531,2014
194,True,rail,March,223140,100,excessive machine stoppage,2435,2011
522,True,water,October,164815,410,Poor inventory control,16725,2008
222,True,road,October,681840,647,Strike of workers,12021,2011
179,True,rail,October,530017,375,faulty plant layout,52138,2018
451,False,airways,February,51114,120,excessive machine stoppage,71184,2001
457,True,rail,October,697826,612,Financial problems of company leading to interrupted supplies,67608,2011
784,True,water,March,83482,469,Supply Shortages and logistical uncertainties,38940,2007
285,False,road,October,486907,276,Raw material low,35094,2012
389,False,water,July,698614,458,Poor Planning,6521,2013
165,False,airways,January,252214,354,Supply Shortages and logistical uncertainties,51503,2007
399,False,rail,December,130921,214,faulty plant layout,69767,2012
69,True,road,September,231675,103,Supply Shortages and logistical uncertainties,10122,2002
661,True,road,March,566152,494,Poor Lead time calculation,43125,2005
246,True,rail,June,569970,606,excessive machine stoppage,10975,2016
483,False,water,March,531195,192,material wastage due to over-feeding,40250,2015
174,True,airways,January,808381,586,material wastage due to over-feeding,21197,2003
226,True,airways,July,149254,470,excessive machine stoppage,8031,2010
300,True,water,April,5344,433,Demand Variation,19328,2002
486,True,airways,April,353032,331,Poor inventory control,77984,2011
202,False,water,February,197128,671,Huge backlog of orders,23600,2016
772,True,rail,June,431475,678,Factory shutdown,58814,2012
70,False,airways,October,856746,246,faulty plant layout,27608,2014
66,True,road,July,360545,233,Huge backlog of orders,23391,2007
619,False,road,January,194373,464,Transport Delays,15234,2005
496,False,airways,August,308536,840,Supply Shortages and logistical uncertainties,63828,2009
484,False,road,February,222242,541,Huge backlog of orders,17831,2015
200,False,rail,November,652906,769,Poor inventory control,562,2017
705,True,road,November,655343,282,Strike of workers,57837,2002
206,True,road,November,302869,127,Poor Lead time calculation,3133,2003
76,True,road,March,321958,303,Strike of workers,34814,2018
568,False,road,January,486554,539,Poor Lead time calculation,26697,2015
464,True,airways,March,295166,489,Demand Variation,40296,2012
554,True,airways,October,402188,759,Poor inventory control,28273,2016
700,True,road,November,664553,616,Poor Planning,68866,2011
462,False,water,June,287741,188,Strike of workers,56299,2005
148,False,airways,December,551163,149,Demand Variation,91594,2006
536,True,road,March,254682,526,faulty plant layout,31530,2006
44,True,airways,November,521958,135,Factory shutdown,32596,2011
118,True,airways,March,276789,852,Poor Lead time calculation,21607,2012
471,False,rail,February,476070,445,electricty stoppage,21379,2011
279,True,rail,February,222456,507,Transport Delays,46267,2002
44,False,water,September,47753,285,Transport Delays,18231,2014
527,True,rail,May,517590,325,Poor inventory control,70721,2015
293,True,water,October,553875,417,Huge backlog of orders,6945,2002
363,True,road,June,549950,946,Strike of workers,27684,2015
217,True,water,August,209413,311,Financial problems of company leading to interrupted supplies,26126,2013
149,False,road,October,472115,630,Factory shutdown,71793,2004
63,False,water,June,149757,70,Strike of workers,22161,2004
434,True,airways,October,316196,455,Huge backlog of orders,51744,2013
337,True,airways,November,201281,115,Huge backlog of orders,56888,2007
245,False,water,December,230211,97,faulty plant layout,4535,2008
452,False,water,December,548246,206,Poor Lead time calculation,30241,2011
292,True,rail,March,634932,220,Factory shutdown,30361,2003
583,False,airways,May,124138,753,material wastage due to over-feeding,83617,2004
523,False,airways,April,219415,174,Transport Delays,34338,2017
100,False,rail,September,518203,279,Transport Delays,50185,2011
253,True,road,October,326037,125,Financial problems of company leading to interrupted supplies,11011,2012
604,False,water,April,259032,415,Strike of workers,17674,2017
303,False,rail,May,213304,202,Financial problems of company leading to interrupted supplies,43452,2016
593,False,rail,October,636730,131,Transport Delays,21379,2018
716,False,water,March,218760,404,electricty stoppage,67441,2007
350,True,rail,October,259450,699,excessive machine stoppage,32967,2017
625,False,airways,November,485593,656,Poor Lead time calculation,19547,2013
75,False,airways,March,400923,82,excessive machine stoppage,28919,2017
120,True,road,May,221018,633,material wastage due to over-feeding,21379,2006
84,True,airways,November,560286,140,Poor inventory control,65448,2018
855,True,water,June,358239,583,Factory shutdown,23540,2018
921,True,road,January,211945,87,Raw material low,30848,2008
365,False,road,February,565734,273,Poor inventory control,41022,2016
802,True,water,July,302539,523,Demand Variation,29008,2015
260,False,rail,June,188434,571,Strike of workers,52282,2004
555,False,airways,February,141392,481,electricty stoppage,28216,2006
295,False,rail,April,295393,54,excessive machine stoppage,28470,2010
207,False,airways,September,695185,359,Raw material low,44352,2013
183,False,water,September,111303,369,material wastage due to over-feeding,20093,2009
118,True,rail,October,409197,485,material wastage due to over-feeding,50559,2009
770,True,water,July,332968,556,Supply Shortages and logistical uncertainties,61677,2016
352,True,airways,April,342098,387,Huge backlog of orders,51863,2001
160,False,airways,November,477804,138,Transport Delays,29175,2017
211,False,airways,January,497996,244,Financial problems of company leading to interrupted supplies,19672,2010
266,False,airways,January,562670,193,Huge backlog of orders,27563,2011
284,True,water,September,450098,316,Transport Delays,17504,2005
662,True,airways,February,425122,580,Poor Planning,48588,2004
106,False,water,May,157450,180,Financial problems of company leading to interrupted supplies,35090,2008
445,True,rail,August,69745,339,Raw material low,4888,2011
453,False,rail,September,77934,97,Factory shutdown,27162,2008
423,True,road,August,265046,467,Huge backlog of orders,50340,2001
370,False,water,September,364772,324,Poor Planning,2970,2017
188,True,road,August,97547,851,Transport Delays,84518,2014
356,True,road,December,142087,134,electricty stoppage,31915,2008
630,True,rail,February,187703,176,Supply Shortages and logistical uncertainties,36470,2008
77,False,road,July,38889,359,Strike of workers,73982,2010
431,False,rail,March,422420,491,Supply Shortages and logistical uncertainties,63347,2009
272,False,road,October,268322,72,Strike of workers,47458,2016
188,True,rail,February,239638,440,electricty stoppage,56071,2012
346,False,airways,July,286427,587,Demand Variation,21499,2010
602,True,road,July,269709,471,Strike of workers,4766,2017
165,True,airways,June,378102,120,Demand Variation,67726,2017
657,False,rail,June,401876,162,Poor Lead time calculation,1816,2018
463,False,rail,August,247702,168,electricty stoppage,12943,2003
582,True,water,March,217286,750,excessive machine stoppage,89954,2017
448,True,road,September,171023,424,Strike of workers,1123,2011
253,False,airways,May,358270,367,Factory shutdown,4785,2001
339,True,water,January,461303,63,Poor inventory control,26713,2008
378,True,road,August,265357,192,Poor Lead time calculation,53461,2018
365,False,road,August,535937,686,Poor Lead time calculation,6471,2017
385,False,road,August,426151,873,Poor Planning,44437,2017
337,False,road,February,343958,452,Factory shutdown,47631,2009
74,True,airways,January,560928,359,material wastage due to over-feeding,42650,2015
355,True,water,December,551043,339,faulty plant layout,11768,2011
284,False,water,March,366627,318,material wastage due to over-feeding,38001,2002
195,False,airways,February,56933,617,Huge backlog of orders,21547,2009
729,True,water,July,274208,529,Poor inventory control,5745,2012
258,False,road,November,358019,220,Financial problems of company leading to interrupted supplies,16890,2013
280,False,water,April,795076,691,faulty plant layout,27585,2006
239,True,water,April,5938,635,Supply Shortages and logistical uncertainties,72381,2007
86,True,airways,September,871371,391,electricty stoppage,59742,2011
534,False,water,July,176262,169,Financial problems of company leading to interrupted supplies,57146,2008
354,True,road,February,807295,192,Poor inventory control,14372,2004
278,True,water,March,405353,412,electricty stoppage,28283,2015
134,True,water,April,69169,137,Huge backlog of orders,1652,2013
