inventorytofactorydistance,isholiday,modeofdelivery,month,profittocompany,quantity,rootcause,totalweight,year
344,True,water,June,34985,473,Poor Lead time calculation,62338,2005
165,True,road,March,263358,277,Strike of workers,29104,2017
314,False,water,July,473162,389,Poor inventory control,16934,2016
204,True,road,August,12531,138,faulty plant layout,21949,2007
227,True,airways,September,424907,334,Poor inventory control,60870,2006
748,True,airways,March,123674,305,Supply Shortages and logistical uncertainties,20157,2016
302,True,rail,April,133785,249,Raw material low,62858,2007
313,True,rail,July,807926,61,Factory shutdown,50124,2007
722,False,road,March,600357,184,Huge backlog of orders,48168,2018
411,False,airways,October,308406,523,Poor inventory control,26138,2006
318,True,airways,April,416698,85,Financial problems of company leading to interrupted supplies,15653,2015
343,False,water,April,14364,191,electricty stoppage,41986,2015
36,True,airways,February,268230,164,Transport Delays,47133,2015
304,True,rail,May,445736,487,Raw material low,39709,2012
473,True,water,December,520978,640,Transport Delays,39043,2018
522,False,water,February,477568,169,Strike of workers,918,2006
339,True,rail,May,802344,172,Raw material low,23995,2005
480,False,water,May,301009,303,electricty stoppage,40029,2014
409,True,road,July,68199,392,Financial problems of company leading to interrupted supplies,51744,2012
120,False,road,February,412972,425,faulty plant layout,3124,2014
485,True,airways,October,194381,207,material wastage due to over-feeding,12149,2006
141,True,airways,December,435374,529,Financial problems of company leading to interrupted supplies,47297,2013
623,True,airways,December,400685,766,Supply Shortages and logistical uncertainties,67278,2009
362,False,airways,October,511686,130,Financial problems of company leading to interrupted supplies,27228,2003
697,True,water,December,290506,77,Supply Shortages and logistical uncertainties,46690,2018
735,True,airways,December,256054,384,Poor Lead time calculation,26351,2008
323,True,water,September,255924,389,faulty plant layout,42641,2018
113,False,water,August,103465,625,Poor Lead time calculation,31926,2004
482,True,airways,February,350509,435,material wastage due to over-feeding,12980,2014
262,True,water,September,610788,417,Supply Shortages and logistical uncertainties,8439,2008
37,False,rail,January,349180,462,material wastage due to over-feeding,26919,2014
631,True,rail,October,452340,366,Poor inventory control,41528,2012
930,False,rail,May,21580,356,Huge backlog of orders,60938,2002
366,False,water,December,564865,304,Poor Lead time calculation,62876,2005
390,True,airways,May,158725,143,Factory shutdown,51753,2012
490,False,rail,January,119895,344,Poor Planning,19433,2012
374,False,road,April,485845,197,excessive machine stoppage,39407,2010
288,False,airways,October,211397,352,faulty plant layout,22931,2011
320,False,rail,December,364645,210,Poor inventory control,27039,2008
312,False,rail,January,64486,498,Poor Lead time calculation,36361,2017
263,False,airways,August,338192,81,Poor Planning,69458,2009
164,True,rail,April,17426,76,Poor Planning,6184,2017
887,True,rail,June,880293,89,Strike of workers,34180,2001
84,False,airways,October,346236,246,Transport Delays,35317,2014
273,False,rail,June,690391,351,Strike of workers,36291,2012
288,True,water,November,421508,631,Huge backlog of orders,25815,2009
269,False,road,August,837052,408,Supply Shortages and logistical uncertainties,56434,2011
101,True,rail,November,591824,553,electricty stoppage,24334,2001
584,False,rail,October,704901,426,Transport Delays,90099,2018
389,True,water,July,654796,722,material wastage due to over-feeding,6935,2002
576,True,water,February,140952,258,faulty plant layout,80769,2011
164,False,airways,April,600415,281,Raw material low,16268,2015
96,True,road,May,62959,45,faulty plant layout,52813,2018
102,False,rail,April,163761,341,excessive machine stoppage,22665,2013
660,True,road,October,192237,330,Poor Lead time calculation,14835,2012
884,False,rail,December,200497,141,Huge backlog of orders,40770,2015
83,False,road,March,354023,580,excessive machine stoppage,52669,2004
360,True,airways,June,52753,200,Huge backlog of orders,56340,2012
440,False,rail,July,313883,325,Huge backlog of orders,61916,2001
514,True,water,February,512728,151,Poor Planning,18616,2013
548,True,road,October,144061,166,Poor Lead time calculation,2836,2013
682,True,road,April,543131,189,faulty plant layout,28295,2010
119,True,road,September,336674,528,faulty plant layout,2828,2011
103,False,rail,March,242175,457,Demand Variation,27549,2005
921,True,water,February,407639,283,Raw material low,31018,2006
393,False,rail,June,503301,409,Raw material low,36657,2004
516,True,rail,May,251233,222,Poor inventory control,32409,2014
138,True,road,October,846953,762,Poor Planning,18220,2002
444,False,airways,May,656470,414,excessive machine stoppage,9677,2001
535,False,road,June,361329,580,Supply Shortages and logistical uncertainties,44511,2004
309,False,water,June,446723,559,electricty stoppage,58220,2003
159,False,rail,June,331877,527,faulty plant layout,3170,2017
533,True,rail,August,194766,480,Financial problems of company leading to interrupted supplies,35557,2015
297,True,water,April,16123,321,material wastage due to over-feeding,4510,2013
366,True,water,January,672839,367,Supply Shortages and logistical uncertainties,53143,2010
295,True,water,May,335577,101,Transport Delays,8690,2010
968,True,water,May,620019,578,Poor Planning,40439,2013
166,True,airways,January,465411,737,excessive machine stoppage,19636,2015
245,False,water,April,488432,111,excessive machine stoppage,41528,2002
345,True,airways,September,202231,296,material wastage due to over-feeding,27378,2003
736,True,rail,July,358092,61,Transport Delays,9674,2002
454,True,rail,May,448475,447,material wastage due to over-feeding,12709,2015
508,True,rail,May,97408,509,Supply Shortages and logistical uncertainties,70486,2004
470,True,water,June,138970,392,Poor Planning,65437,2001
162,False,water,August,631528,445,Raw material low,21336,2001
94,False,rail,October,248458,378,material wastage due to over-feeding,31753,2012
322,True,rail,August,486398,336,Supply Shortages and logistical uncertainties,9691,2016
433,True,road,September,14955,370,Supply Shortages and logistical uncertainties,17658,2013
520,True,water,December,391395,97,Demand Variation,63279,2015
98,False,airways,December,191586,108,Poor inventory control,17356,2005
201,True,road,July,209236,47,material wastage due to over-feeding,20295,2008
481,False,water,October,406957,127,faulty plant layout,65548,2002
653,False,water,July,551833,333,electricty stoppage,35954,2017
49,False,water,March,36871,711,electricty stoppage,27922,2002
156,True,rail,January,222321,230,Huge backlog of orders,36974,2015
581,False,road,May,509429,286,Poor inventory control,537,2010
112,False,water,May,897096,342,Factory shutdown,49353,2008
467,True,road,July,249638,618,electricty stoppage,28965,2015
436,False,water,January,369078,170,Transport Delays,34377,2001
297,True,water,August,4860,397,Demand Variation,17081,2011
167,True,road,October,119895,684,Financial problems of company leading to interrupted supplies,20199,2007
507,True,road,February,608333,113,Financial problems of company leading to interrupted supplies,25509,2010
175,True,airways,April,403757,230,electricty stoppage,58588,2003
537,False,water,April,211022,148,Poor inventory control,49030,2015
483,False,water,June,552660,112,Raw material low,36616,2014
448,False,road,October,284251,538,excessive machine stoppage,37439,2002
393,False,rail,March,686842,282,material wastage due to over-feeding,5895,2011
625,True,water,December,853954,485,Raw material low,39185,2013
443,False,water,October,373204,263,Poor Planning,26498,2008
475,True,rail,August,32128,198,Financial problems of company leading to interrupted supplies,85718,2003
909,False,airways,November,526491,637,Raw material low,41441,2012
740,True,road,November,92855,531,Transport Delays,56422,2007
547,False,water,August,175644,263,Poor Planning,51615,2003
636,False,rail,October,54689,197,Supply Shortages and logistical uncertainties,25203,2011
186,True,road,November,60758,222,Poor Planning,12200,2018
158,False,road,December,574443,733,Poor Planning,33701,2013
426,False,water,October,228990,131,electricty stoppage,36433,2005
795,True,rail,October,94294,261,Financial problems of company leading to interrupted supplies,75435,2006
455,False,rail,October,220679,438,Strike of workers,45909,2003
64,False,road,June,447912,500,electricty stoppage,28559,2017
294,False,rail,March,297398,692,Strike of workers,60793,2007
275,False,water,July,872642,59,faulty plant layout,6948,2006
126,False,rail,October,93585,610,Demand Variation,19838,2016
584,False,rail,February,519822,788,Poor inventory control,67726,2010
348,True,rail,January,659894,447,Transport Delays,55306,2016
181,True,airways,March,637683,311,Financial problems of company leading to interrupted supplies,28413,2010
210,False,airways,May,348729,302,Financial problems of company leading to interrupted supplies,38645,2016
566,False,airways,January,588126,90,faulty plant layout,698,2005
499,False,airways,March,249438,480,excessive machine stoppage,49475,2013
827,True,road,July,150915,658,Poor Lead time calculation,44695,2010
333,False,rail,January,192819,811,Huge backlog of orders,28619,2007
523,True,road,January,368906,439,Poor inventory control,47667,2016
417,False,airways,August,352598,119,Poor Planning,60095,2004
246,False,road,April,510911,532,faulty plant layout,11932,2010
549,True,rail,June,776280,388,Factory shutdown,30276,2013
376,False,rail,May,466937,277,Strike of workers,17125,2015
292,True,rail,November,361329,837,Financial problems of company leading to interrupted supplies,30912,2004
181,False,airways,March,320913,420,excessive machine stoppage,65317,2005
986,True,rail,July,29764,371,Raw material low,8571,2004
100,False,rail,April,39327,460,Financial problems of company leading to interrupted supplies,37982,2005
376,True,rail,July,560285,228,electricty stoppage,42398,2006
495,True,water,April,505442,327,Poor Lead time calculation,57025,2003
48,True,water,June,587803,212,Supply Shortages and logistical uncertainties,18460,2013
455,False,airways,October,38130,220,Transport Delays,8529,2011
599,True,airways,October,253253,521,Demand Variation,14345,2001
869,True,rail,October,406900,214,material wastage due to over-feeding,41606,2011
833,False,airways,May,208449,542,Factory shutdown,1101,2016
556,True,airways,July,991806,354,faulty plant layout,33153,2012
300,False,water,July,40979,286,Supply Shortages and logistical uncertainties,351,2007
253,False,water,May,116557,83,Poor inventory control,51711,2011
109,False,road,August,563264,192,Raw material low,10109,2001
243,False,rail,April,364662,846,Supply Shortages and logistical uncertainties,28967,2009
350,False,airways,October,594534,350,Raw material low,40042,2012
462,False,water,January,72173,227,Supply Shortages and logistical uncertainties,12620,2018
399,False,rail,January,307820,565,Poor Planning,3189,2002
629,True,rail,November,946111,244,material wastage due to over-feeding,61050,2007
924,True,water,November,137842,175,faulty plant layout,50054,2001
176,False,water,November,469035,542,Financial problems of company leading to interrupted supplies,29706,2003
311,True,airways,August,147158,44,excessive machine stoppage,4312,2017
244,True,airways,September,741829,55,Demand Variation,80939,2009
236,True,water,January,97344,659,Factory shutdown,58041,2001
561,False,rail,July,143722,55,faulty plant layout,30233,2002
200,False,rail,January,408584,273,excessive machine stoppage,55728,2009
439,True,rail,February,365720,207,electricty stoppage,4672,2006
375,False,rail,December,275358,580,Supply Shortages and logistical uncertainties,45740,2010
410,False,water,March,400681,410,excessive machine stoppage,14602,2001
786,True,water,June,391377,168,Demand Variation,39803,2003
252,False,airways,August,259132,324,Demand Variation,27436,2012
503,True,road,November,116312,232,Raw material low,20244,2002
65,False,rail,December,347028,111,Raw material low,44581,2016
151,True,road,September,314705,549,Demand Variation,22887,2017
369,False,airways,March,470354,354,excessive machine stoppage,12633,2007
91,False,rail,May,284296,605,Poor Lead time calculation,68308,2012
652,True,airways,September,298566,300,electricty stoppage,34255,2001
302,True,water,January,524557,521,excessive machine stoppage,78072,2007
